City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Baghdad,33.3406,44.4009,85.91,28,0,9.22,IQ,2022-08-14 21:40:01
296,Kavaratti,10.5669,72.642,80.85,79,100,11.01,IN,2022-08-14 21:44:32
297,Lyubinskiy,55.1542,72.6925,51.48,84,2,8.23,RU,2022-08-14 21:44:32
298,Mahebourg,-20.4081,57.7,70.25,78,75,17.27,MU,2022-08-14 21:44:32
299,Brae,60.3964,-1.353,57.38,94,100,1.43,GB,2022-08-14 21:44:33
300,Huarmey,-10.0681,-78.1522,65.52,77,1,12.62,PE,2022-08-14 21:44:33
301,Zhangye,38.9342,100.4517,70.41,43,80,4.61,CN,2022-08-14 21:44:34
302,Tahta,26.7693,31.5021,85.98,29,1,9.1,EG,2022-08-14 21:44:34
303,Puerto Colombia,10.9878,-74.9547,80.69,79,82,13.71,CO,2022-08-14 21:41:26
304,Karatuzskoye,53.6072,92.8667,54.61,96,85,6.11,RU,2022-08-14 21:41:37
305,Touho,-20.7833,165.2333,75.47,79,74,10.85,NC,2022-08-14 21:44:34
306,Erenhot,43.6475,111.9767,64.9,61,0,10.45,CN,2022-08-14 21:44:35
307,Benidorm,38.5382,-0.131,89.58,73,6,5.99,ES,2022-08-14 21:44:35
308,Meadow Lake,34.8014,-106.5436,94.71,22,3,11.48,US,2022-08-14 21:44:35
309,San Cristobal,7.7669,-72.225,78.98,81,28,5.75,VE,2022-08-14 21:40:12
310,Luchegorsk,46.4764,134.2569,63.01,94,73,2.59,RU,2022-08-14 21:44:36
311,Tevaitoa,-16.7833,-151.5,78.53,76,36,14.14,PF,2022-08-14 21:44:36
312,Faanui,-16.4833,-151.75,78.71,76,32,15.1,PF,2022-08-14 21:44:37
313,Verkhnyaya Sinyachikha,57.976,61.6673,47.34,84,25,5.08,RU,2022-08-14 21:44:37
314,Omboue,-1.5746,9.2618,71.42,84,64,7.74,GA,2022-08-14 21:45:37
315,Mwene-Ditu,-7.0,23.45,74.93,28,24,3.85,CD,2022-08-14 21:45:38
316,Chekhov,55.1431,37.4711,64.35,68,100,4.76,RU,2022-08-14 21:45:38
317,Teguldet,57.3064,88.1667,52.18,96,100,10.29,RU,2022-08-14 21:45:38
318,Bulgan,48.8125,103.5347,51.33,85,0,3.02,MN,2022-08-14 21:45:39
319,Kupang,-10.1667,123.5833,73.35,84,6,7.34,ID,2022-08-14 21:45:39
320,Bongandanga,1.5,21.05,71.08,90,100,2.44,CD,2022-08-14 21:45:39
321,Sorland,67.667,12.6934,53.46,79,100,13.06,NO,2022-08-14 21:45:40
322,Abu Samrah,35.3029,37.1841,72.91,73,0,12.21,SY,2022-08-14 21:45:40
323,Itanagar,27.1,93.6167,74.93,97,95,3.15,IN,2022-08-14 21:45:41
324,Prochnookopskaya,45.0666,41.1175,74.68,42,10,6.8,RU,2022-08-14 21:45:41
325,Kieta,-6.2167,155.6333,81.03,78,87,0.74,PG,2022-08-14 21:45:41
326,Kaseda,31.4167,130.3167,83.35,81,63,9.6,JP,2022-08-14 21:45:42
327,Baker City,44.7749,-117.8344,86.59,19,0,8.05,US,2022-08-14 21:45:02
328,Rawson,-43.3002,-65.1023,52.5,39,83,14.29,AR,2022-08-14 21:43:30
329,Komsomolskiy,40.4272,71.7189,77.72,41,34,6.91,UZ,2022-08-14 21:45:42
330,Calvinia,-31.4707,19.776,40.21,75,44,3.0,ZA,2022-08-14 21:45:43
331,Kutum,14.2,24.6667,72.34,78,10,8.9,SD,2022-08-14 21:45:43
332,Le Port,-20.9373,55.2919,70.25,58,27,9.73,RE,2022-08-14 21:45:43
333,Stornoway,58.2093,-6.3865,55.36,95,100,1.14,GB,2022-08-14 21:45:44
334,Mairwa,26.2333,84.15,81.52,74,81,23.17,IN,2022-08-14 21:45:44
335,Merauke,-8.4667,140.3333,77.38,82,84,12.03,ID,2022-08-14 21:45:44
336,Olden,61.8364,6.8064,63.34,76,95,1.83,NO,2022-08-14 21:45:45
337,Ambilobe,-13.2,49.05,65.66,73,21,5.99,MG,2022-08-14 21:45:45
338,Marsabit,2.3284,37.9899,63.9,73,69,18.59,KE,2022-08-14 21:45:45
339,Voh,-20.9667,164.7,75.88,77,93,6.13,NC,2022-08-14 21:45:46
340,Mustasaari,63.1142,21.6822,60.89,88,0,3.44,FI,2022-08-14 21:45:46
341,Ajaccio,42.0,8.9167,73.38,65,100,5.75,FR,2022-08-14 21:45:46
342,Newcastle,-32.9272,151.7765,54.72,79,0,11.5,AU,2022-08-14 21:45:47
343,Mabaruma,8.2,-59.7833,86.0,74,40,4.61,GY,2022-08-14 21:45:47
344,Mundra,22.85,69.7333,80.06,86,86,16.89,IN,2022-08-14 21:45:47
345,Ayagoz,47.9714,80.4392,62.87,46,0,9.75,KZ,2022-08-14 21:45:48
346,Quatre Cocos,-20.2078,57.7625,70.09,69,78,15.52,MU,2022-08-14 21:45:48
347,Collie,-33.3667,116.15,44.73,92,23,5.93,AU,2022-08-14 21:45:49
348,Seoul,37.5683,126.9778,81.97,83,75,17.27,KR,2022-08-14 21:43:54
349,Minudasht,37.2289,55.3747,76.57,61,0,0.0,IR,2022-08-14 21:45:49
350,Saint-Pierre,-21.3393,55.4781,69.91,68,75,5.75,RE,2022-08-14 21:45:50
351,Angoram,-4.0625,144.0661,75.6,89,100,0.85,PG,2022-08-14 21:45:50
352,Kitimat,54.0524,-128.6534,68.38,24,100,3.13,CA,2022-08-14 21:41:33
353,Srednekolymsk,67.45,153.6833,42.96,63,62,13.13,RU,2022-08-14 21:45:51
354,Lillehammer,61.1146,10.4674,62.55,74,100,2.68,NO,2022-08-14 21:45:51
355,Harqalah,36.0303,10.509,85.86,74,0,4.61,TN,2022-08-14 21:45:51
356,Leshukonskoye,64.8989,45.7622,53.87,82,89,5.55,RU,2022-08-14 21:45:52
357,Dhidhdhoo,6.8833,73.1,81.0,78,100,8.57,MV,2022-08-14 21:45:52
358,Uruguaiana,-29.7547,-57.0883,73.33,73,20,10.36,BR,2022-08-14 21:43:22
359,Mandiana,10.6333,-8.6833,68.72,98,68,4.23,GN,2022-08-14 21:46:52
360,Nouadhibou,20.931,-17.0347,73.38,83,3,14.97,MR,2022-08-14 21:46:53
361,Katsuura,35.1333,140.3,81.57,87,69,15.35,JP,2022-08-14 21:46:53
362,Lesnikovo,55.2822,65.3175,56.59,55,63,4.29,RU,2022-08-14 21:46:53
363,Katangli,51.7102,143.2326,54.54,94,100,7.25,RU,2022-08-14 21:46:54
364,Bosaso,11.2842,49.1816,90.77,43,74,16.55,SO,2022-08-14 21:46:54
365,Luderitz,-26.6481,15.1594,54.1,63,36,13.27,NA,2022-08-14 21:46:55
366,Viedma,-40.8135,-62.9967,55.49,29,100,9.62,AR,2022-08-14 21:45:33
367,Keti Bandar,24.1447,67.4497,80.85,91,54,17.85,PK,2022-08-14 21:46:55
368,Namibe,-15.1961,12.1522,61.09,92,28,6.46,AO,2022-08-14 21:46:55
369,Zhigansk,66.7697,123.3711,54.1,91,91,7.38,RU,2022-08-14 21:46:56
370,Luanda,-8.8368,13.2343,68.0,88,33,3.44,AO,2022-08-14 21:42:46
371,Maniitsoq,65.4167,-52.9,42.76,94,100,20.22,GL,2022-08-14 21:46:56
372,Gravdal,68.1214,13.5031,48.09,87,0,0.0,NO,2022-08-14 21:46:56
373,Lebu,-37.6167,-73.65,46.85,77,74,15.68,CL,2022-08-14 21:42:31
374,Grand Gaube,-20.0064,57.6608,70.38,64,82,5.99,MU,2022-08-14 21:46:57
375,Sinnamary,5.3833,-52.95,78.67,78,92,7.7,GF,2022-08-14 21:46:57
376,Clyde River,70.4692,-68.5914,41.23,93,75,8.05,CA,2022-08-14 21:46:57
377,Port Hawkesbury,45.6169,-61.3485,72.91,95,100,11.99,CA,2022-08-14 21:46:58
378,Belmonte,-15.8631,-38.8828,69.35,75,40,7.76,BR,2022-08-14 21:45:36
379,Kon Tum,14.35,108.0,69.94,99,100,1.36,VN,2022-08-14 21:46:58
380,Chissamba,-12.1667,17.3333,64.85,19,60,1.41,AO,2022-08-14 21:46:58
381,Tilichiki,60.4667,166.1,54.46,94,100,6.71,RU,2022-08-14 21:46:59
382,Voroshnevo,51.6528,36.0172,72.03,80,100,8.95,RU,2022-08-14 21:46:59
383,Port Blair,11.6667,92.75,80.4,83,80,8.43,IN,2022-08-14 21:47:00
384,Wufeng,27.45,104.8333,62.44,92,47,2.91,CN,2022-08-14 21:47:00
385,Nadym,65.5333,72.5167,45.81,64,100,21.74,RU,2022-08-14 21:47:00
386,Kalispell,48.1958,-114.3129,84.38,25,0,8.05,US,2022-08-14 21:47:01
387,Ajdabiya,30.7554,20.2263,78.84,68,0,5.19,LY,2022-08-14 21:47:01
388,Talnakh,69.4865,88.3972,54.21,61,98,3.71,RU,2022-08-14 21:47:01
389,Mehran,33.1222,46.1646,94.1,18,0,12.17,IR,2022-08-14 21:47:02
390,Norman Wells,65.282,-126.8329,73.44,60,75,5.75,CA,2022-08-14 21:42:54
391,Asau,46.4333,26.4,63.52,90,97,4.14,RO,2022-08-14 21:47:02
392,Uchana,29.4667,76.1667,79.7,86,93,6.08,IN,2022-08-14 21:47:03
393,Rabat,33.9911,-6.8401,71.67,83,40,3.44,MA,2022-08-14 21:47:03
394,Inhambane,-23.865,35.3833,71.51,79,15,10.78,MZ,2022-08-14 21:47:03
395,San Vicente,-26.6167,-54.1333,60.71,91,35,2.57,AR,2022-08-14 21:47:03
396,Muros,42.7762,-9.0603,64.83,91,3,0.69,ES,2022-08-14 21:47:04
397,Sechura,-5.5569,-80.8222,73.0,62,8,18.9,PE,2022-08-14 21:45:30
398,Juegang,32.3174,121.1855,84.9,84,100,8.7,CN,2022-08-14 21:47:04
399,Sol-Iletsk,51.1631,54.9918,66.18,54,0,11.39,RU,2022-08-14 21:47:05
400,Kununurra,-15.7667,128.7333,55.38,82,34,4.61,AU,2022-08-14 21:47:05
401,Prince Rupert,54.3161,-130.3201,60.89,85,100,19.57,CA,2022-08-14 21:47:05
402,Maputo,-25.9653,32.5892,64.08,68,0,18.41,MZ,2022-08-14 21:43:37
403,Kjollefjord,70.9457,27.3465,48.25,87,40,10.36,NO,2022-08-14 21:47:06
404,Brun,39.5349,46.3073,61.25,56,0,4.05,AM,2022-08-14 21:48:06
405,Khandbari,27.3747,87.2039,72.14,91,98,1.34,NP,2022-08-14 21:48:07
406,Garowe,8.4054,48.4845,76.15,63,80,25.93,SO,2022-08-14 21:48:07
407,La Ronge,55.1001,-105.2842,79.02,44,75,9.22,CA,2022-08-14 21:48:07
408,Belaya Gora,68.5333,146.4167,46.83,65,35,10.63,RU,2022-08-14 21:48:08
409,Williston,48.147,-103.618,97.81,35,23,1.99,US,2022-08-14 21:48:08
410,Oistins,13.0667,-59.5333,84.29,74,75,10.36,BB,2022-08-14 21:48:09
411,Karlshamn,56.1706,14.8619,66.69,82,10,10.0,SE,2022-08-14 21:48:09
412,Sala,34.0389,-6.8166,72.28,78,40,3.44,MA,2022-08-14 21:48:09
413,Athabasca,54.7169,-113.2854,75.61,38,4,8.93,CA,2022-08-14 21:45:28
414,Leh,34.1667,77.5833,66.27,52,80,5.14,IN,2022-08-14 21:48:10
415,Kidal,18.4411,1.4078,97.74,11,3,10.04,ML,2022-08-14 21:48:10
416,Saurimo,-9.6608,20.3916,65.64,23,13,4.5,AO,2022-08-14 21:48:10
417,Ballyhaunis,53.7667,-8.7667,59.79,96,100,4.36,IE,2022-08-14 21:48:11
418,Antofagasta,-23.65,-70.4,58.28,83,22,7.63,CL,2022-08-14 21:43:35
419,Bitung,1.4451,125.1824,76.05,82,100,9.86,ID,2022-08-14 21:48:11
420,Lasa,46.6166,10.7002,62.47,90,100,2.21,IT,2022-08-14 21:45:34
421,Faya,18.3851,42.4509,66.72,67,100,4.5,SA,2022-08-14 21:48:12
422,Bud,39.447,-86.1758,77.32,77,92,7.2,US,2022-08-14 21:48:12
423,Samarai,-10.6167,150.6667,80.04,82,38,8.25,PG,2022-08-14 21:48:12
424,Harer,9.3094,42.1258,62.76,69,90,14.43,ET,2022-08-14 21:48:13
425,Remanso,-9.6179,-42.0831,75.33,63,30,10.56,BR,2022-08-14 21:48:13
426,Krasnyy Kholm,58.0607,37.1203,62.4,75,28,4.59,RU,2022-08-14 21:48:13
427,Tabas,33.5959,56.9244,83.17,15,0,5.59,IR,2022-08-14 21:48:14
428,Galle,6.0367,80.217,78.75,88,27,9.31,LK,2022-08-14 21:48:14
429,Sola,-13.8833,167.55,81.27,83,75,2.3,VU,2022-08-14 21:48:15
430,Misratah,32.3754,15.0925,84.15,69,0,5.23,LY,2022-08-14 21:48:14
431,Chodziez,52.995,16.9198,66.94,87,29,6.02,PL,2022-08-14 21:48:15
432,Bereda,43.2686,-7.5406,60.15,97,3,2.26,ES,2022-08-14 21:48:15
433,Lingyuan,41.24,119.4011,66.63,96,93,4.81,CN,2022-08-14 21:48:16
434,Bom Jesus,-9.0744,-44.3586,78.6,51,62,8.16,BR,2022-08-14 21:48:16
435,Elliot,-31.3333,27.85,34.36,67,27,15.32,ZA,2022-08-14 21:48:17
436,Uri,34.0833,74.0333,70.47,94,87,0.63,IN,2022-08-14 21:48:17
437,Kostomuksha,64.571,30.5767,56.12,74,20,0.6,RU,2022-08-14 21:48:17
438,Pemangkat,1.1667,108.9667,78.58,84,89,3.85,ID,2022-08-14 21:48:18
439,Sume,-7.6717,-36.88,69.35,67,28,13.27,BR,2022-08-14 21:48:18
440,Mayor Pablo Lagerenza,-19.9309,-60.7718,93.61,23,0,12.62,PY,2022-08-14 21:48:18
441,San Luis,-33.295,-66.3356,60.85,45,47,5.77,AR,2022-08-14 21:48:18
442,Sao Filipe,14.8961,-24.4956,77.58,73,51,5.41,CV,2022-08-14 21:48:19
443,Sorong,-0.8833,131.25,77.47,85,96,5.93,ID,2022-08-14 21:48:19
444,Yarmouth,41.7057,-70.2286,76.14,66,0,5.75,US,2022-08-14 21:48:20
445,Olavarria,-36.8927,-60.3225,66.02,69,99,7.38,AR,2022-08-14 21:48:20
446,Kachug,53.9606,105.8817,51.71,95,58,1.72,RU,2022-08-14 21:48:20
447,Mundo Nuevo,18.7,-95.5,84.61,71,100,8.61,MX,2022-08-14 21:48:21
448,Union City,37.5958,-122.0192,99.28,42,0,12.66,US,2022-08-14 21:45:41
449,Cairns,-16.9167,145.7667,69.06,82,7,11.5,AU,2022-08-14 21:48:21
450,Necochea,-38.5473,-58.7368,59.59,80,98,8.48,AR,2022-08-14 21:49:21
451,Acapulco,16.8634,-99.8901,85.26,69,94,6.96,MX,2022-08-14 21:49:22
452,Lebyazhye,55.2689,66.4947,51.57,67,12,7.7,RU,2022-08-14 21:49:22
453,Praia,14.9215,-23.5087,79.34,78,75,11.5,CV,2022-08-14 21:46:50
454,Lagoa,39.05,-27.9833,75.0,87,4,12.24,PT,2022-08-14 21:49:22
455,Baykit,61.67,96.37,52.32,89,97,5.66,RU,2022-08-14 21:49:23
456,Lincoln,40.8,-96.667,87.71,42,0,9.22,US,2022-08-14 21:49:23
457,Dobryatino,55.5055,41.3195,63.86,70,100,5.08,RU,2022-08-14 21:49:23
458,Kirensk,57.7853,108.1119,49.06,95,100,3.29,RU,2022-08-14 21:49:24
459,Half Moon Bay,37.4636,-122.4286,96.89,65,0,19.57,US,2022-08-14 21:46:57
460,Kodinsk,58.6881,99.1844,55.49,96,100,7.52,RU,2022-08-14 21:49:24
461,Flinders,-34.5833,150.8552,56.37,62,44,4.0,AU,2022-08-14 21:49:25
462,Puerto Del Rosario,28.5004,-13.8627,73.15,83,20,19.57,ES,2022-08-14 21:49:25
463,Presidencia Roque Saenz Pena,-26.7852,-60.4388,84.4,38,16,5.03,AR,2022-08-14 21:49:25
464,Alta Floresta,-9.8756,-56.0861,83.1,41,52,4.45,BR,2022-08-14 21:49:26
465,Nacala,-14.5428,40.6728,72.73,82,6,9.28,MZ,2022-08-14 21:49:26
466,Genhe,50.7833,121.5167,55.53,75,62,1.21,CN,2022-08-14 21:49:26
467,Laguna,38.421,-121.4238,101.14,19,0,8.05,US,2022-08-14 21:49:27
468,Puri,19.8,85.85,81.12,80,100,21.21,IN,2022-08-14 21:49:27
469,Victor Harbor,-35.5667,138.6167,50.68,89,85,8.5,AU,2022-08-14 21:49:27
470,Lavrentiya,65.5833,-171.0,42.3,67,38,3.6,RU,2022-08-14 21:49:28
471,Katobu,-4.9408,122.5276,71.87,91,36,3.44,ID,2022-08-14 21:49:28
472,Bombay,19.0144,72.8479,80.58,94,75,12.66,IN,2022-08-14 21:44:57
473,Betare Oya,5.6,14.0833,66.25,99,99,4.72,CM,2022-08-14 21:49:29
474,Mayahi,13.9553,7.6712,84.97,58,100,7.87,NE,2022-08-14 21:49:29
475,Gigmoto,13.7796,124.39,79.57,87,100,10.27,PH,2022-08-14 21:49:29
476,Ekhabi,53.5102,142.9671,55.78,90,100,9.33,RU,2022-08-14 21:49:30
477,Buraydah,26.326,43.975,93.65,16,8,9.04,SA,2022-08-14 21:49:30
478,Lufilufi,-13.8745,-171.5986,82.18,82,90,18.61,WS,2022-08-14 21:49:30
479,Nizhneangarsk,55.7833,109.55,52.48,77,98,2.33,RU,2022-08-14 21:49:31
480,Ahtopol,42.1,27.95,68.4,90,44,9.08,BG,2022-08-14 21:49:31
481,Roebourne,-20.7833,117.1333,71.37,52,0,4.43,AU,2022-08-14 21:49:32
482,Ormond Beach,29.2858,-81.0559,88.02,69,40,12.66,US,2022-08-14 21:47:57
483,Nemuro,43.3236,145.575,64.99,88,90,2.93,JP,2022-08-14 21:49:32
484,Toyooka,35.5333,134.8333,78.82,88,100,4.38,JP,2022-08-14 21:49:32
485,Ganzhou,28.8184,115.4327,82.24,67,99,3.74,CN,2022-08-14 21:49:33
486,Barra Patuca,15.8,-84.2833,84.15,73,78,9.15,HN,2022-08-14 21:49:33
487,Maxixe,-23.8597,35.3472,70.86,78,13,9.57,MZ,2022-08-14 21:49:33
488,Alyangula,-13.8483,136.4192,70.34,56,95,15.21,AU,2022-08-14 21:49:34
489,Mount Isa,-20.7333,139.5,37.17,70,59,0.0,AU,2022-08-14 21:49:34
490,Cayenne,4.9333,-52.3333,82.44,1,0,6.91,GF,2022-08-14 21:49:34
491,Landerneau,48.4525,-4.2525,65.79,97,100,11.5,FR,2022-08-14 21:49:35
492,Bastia,42.6667,9.3333,78.3,68,11,4.61,FR,2022-08-14 21:49:35
493,Port Lincoln,-34.7333,135.8667,52.09,85,96,4.81,AU,2022-08-14 21:49:36
494,Vesyegonsk,58.664,37.2604,67.32,69,100,3.4,RU,2022-08-14 21:49:36
495,Dalvik,65.9702,-18.5286,46.33,85,92,5.03,IS,2022-08-14 21:50:36
496,Luino,46.0019,8.7451,74.43,77,75,1.14,IT,2022-08-14 21:50:37
497,Tabou,4.423,-7.3528,75.31,83,100,11.48,CI,2022-08-14 21:50:37
498,Garoua Boulai,5.8833,14.55,63.99,98,98,7.05,CM,2022-08-14 21:50:37
499,Sobolevo,54.4299,31.8996,62.28,87,51,7.11,RU,2022-08-14 21:50:38
500,Rodrigues Alves,-7.738,-72.6509,91.6,59,70,2.48,BR,2022-08-14 21:50:38
501,Songkhla,6.8333,100.6667,81.84,95,8,3.0,TH,2022-08-14 21:50:38
502,Marshall,34.3834,-86.3333,93.31,46,0,3.44,US,2022-08-14 21:50:39
503,Saint Anthony,45.0205,-93.218,80.35,67,0,6.91,US,2022-08-14 21:50:39
504,Daru,-9.0763,143.2092,77.77,87,89,7.4,PG,2022-08-14 21:50:39
505,Launceston,-41.45,147.1667,53.62,79,100,12.66,AU,2022-08-14 21:50:40
506,Klyuchi,52.2667,79.1667,55.24,62,18,8.14,RU,2022-08-14 21:50:40
507,Nanpiao,41.0982,120.7479,68.25,93,99,6.93,CN,2022-08-14 21:50:41
508,Cockburn Town,21.4612,-71.1419,84.16,65,40,11.5,TC,2022-08-14 21:50:41
509,Amapa,1.0,-52.0,80.17,59,87,2.66,BR,2022-08-14 21:50:41
510,Minas,-34.3759,-55.2377,62.91,83,26,14.32,UY,2022-08-14 21:50:42
511,Rio Gallegos,-51.6226,-69.2181,42.85,52,20,16.11,AR,2022-08-14 21:50:42
512,Bentiu,9.2333,29.8333,69.33,98,100,1.3,SS,2022-08-14 21:50:43
513,Bismarck,46.8083,-100.7837,83.26,65,0,5.75,US,2022-08-14 21:50:02
514,Fukue,32.6881,128.8419,83.55,83,98,13.91,JP,2022-08-14 21:50:43
515,Sungaipenuh,-2.0833,101.3833,63.75,96,84,2.84,ID,2022-08-14 21:50:43
516,Agadez,19.75,10.25,90.91,32,61,22.88,NE,2022-08-14 21:50:44
517,Xichang,27.8964,102.2634,64.92,93,55,1.72,CN,2022-08-14 21:50:44
518,Pelym,61.0108,61.9978,43.5,77,9,6.13,RU,2022-08-14 21:50:44
519,Marsa Matruh,31.3525,27.2453,77.95,71,0,10.31,EG,2022-08-14 21:48:25
520,Roma,43.2128,-75.4557,81.52,37,0,4.61,US,2022-08-14 21:46:10
521,Sawang Daen Din,17.4753,103.4575,76.17,99,100,0.74,TH,2022-08-14 21:50:45
522,Maragogi,-9.0122,-35.2225,73.56,78,35,9.98,BR,2022-08-14 21:50:45
523,Arlit,18.7369,7.3853,99.25,22,100,11.74,NE,2022-08-14 21:50:46
524,Byron Bay,-28.65,153.6167,56.71,56,1,8.7,AU,2022-08-14 21:50:46
525,Guayaramerin,-10.8368,-65.3614,87.82,41,83,3.18,BO,2022-08-14 21:50:46
