City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Piracanjuba,BR,-17.3028,-49.0167,80.69,34,13,6.44,few clouds
473,Vestmannaeyjar,IS,63.4427,-20.2734,44.91,86,100,20.49,overcast clouds
474,Lugovoy,KZ,42.9472,72.7644,51.26,80,100,7.0,light rain
475,Nuuk,GL,64.1835,-51.7216,32.61,100,75,3.44,broken clouds
476,Sosnovskoye,RU,55.8052,43.167,30.18,78,8,0.76,clear sky
477,Kangaatsiaq,GL,68.3065,-53.4641,30.13,62,100,10.07,overcast clouds
478,Solhan,TR,38.9634,41.0293,47.71,43,0,2.73,clear sky
479,Ugoofaaru,MV,5.6667,73.0,80.53,81,90,6.55,overcast clouds
480,Krasnoselkup,RU,65.7,82.4667,31.98,98,100,14.63,light snow
481,Dingle,PH,10.9995,122.6711,75.97,93,100,5.75,overcast clouds
482,Yendi,GH,9.4427,-0.0099,77.49,79,100,5.55,overcast clouds
483,Torva,EE,58.0028,25.935,49.1,96,100,5.93,overcast clouds
484,Tres Arroyos,AR,-38.3739,-60.2798,70.81,59,100,8.59,heavy intensity rain
485,Buchanan,LR,5.8808,-10.0467,78.57,86,69,6.51,broken clouds
486,Manjeshwar,IN,12.7194,74.8861,74.35,86,5,4.45,clear sky
487,Raudeberg,NO,61.9875,5.1352,50.67,1,100,17.11,overcast clouds
488,Asuncion,PY,-25.3007,-57.6359,90.84,35,0,8.05,clear sky
489,Verkhnetulomskiy,RU,68.6073,31.7962,23.13,81,97,5.84,overcast clouds
490,Xapuri,BR,-10.6517,-68.5044,88.79,50,91,2.64,overcast clouds
491,Domoni,KM,-12.2569,44.5319,75.0,84,4,7.87,clear sky
492,Luau,AO,-10.7073,22.2247,71.22,62,82,5.86,light rain
493,Udala,ES,43.0778,-2.5125,69.39,63,49,9.13,scattered clouds
494,Bataipora,BR,-22.2953,-53.2711,76.01,49,0,4.12,clear sky
495,Gloucester,GB,51.8657,-2.2431,60.19,85,100,11.01,overcast clouds
496,Harper,LR,4.375,-7.7169,77.25,90,52,7.96,moderate rain
497,The Valley,AI,18.217,-63.0578,85.86,84,40,11.5,scattered clouds
498,Gao,ML,16.6362,1.637,83.95,20,14,9.35,few clouds
499,Oktyabrskiy,RU,54.4815,53.471,30.45,90,95,7.09,overcast clouds
500,Carballo,ES,43.213,-8.691,65.89,88,73,12.03,broken clouds
501,Teguise,ES,29.0605,-13.564,70.02,78,0,2.3,clear sky
502,Eirunepe,BR,-6.6603,-69.8736,83.03,69,98,3.38,light rain
503,Mahibadhoo,MV,3.7833,72.9667,81.37,80,99,11.83,overcast clouds
504,Lagos,NG,6.5833,3.75,79.12,90,96,3.8,overcast clouds
505,Bam,IR,29.106,58.357,73.58,15,0,6.89,clear sky
506,Vermilion,US,40.1667,-87.7506,63.3,93,100,10.22,moderate rain
507,Floresta,BR,-8.6011,-38.5686,83.07,55,97,9.69,overcast clouds
508,Benguela,AO,-12.5763,13.4055,76.68,79,46,5.68,light rain
509,Strezhevoy,RU,60.7333,77.5889,32.95,75,100,14.34,overcast clouds
510,Avesta,SE,60.1455,16.1679,45.19,95,100,6.73,overcast clouds
511,Omaruru,NA,-21.4333,15.9333,72.95,29,59,4.9,broken clouds
512,Riyadh,SA,24.6877,46.7219,73.54,18,1,6.91,clear sky
513,Muyinga,BI,-2.8333,30.3333,64.08,65,98,2.71,overcast clouds
514,Adre,TD,13.4667,22.2,74.26,22,3,7.52,clear sky
515,Santa Luzia,BR,-19.7697,-43.8514,79.7,52,20,12.66,few clouds
516,Jaguaruna,BR,-28.615,-49.0256,64.65,83,2,8.97,clear sky
517,Qaqortoq,GL,60.7167,-46.0333,28.33,71,0,5.84,clear sky
518,Jaque,PA,7.5175,-78.1703,79.21,87,100,4.23,light rain
519,Shakhtinsk,KZ,49.71,72.5872,36.73,26,100,7.74,overcast clouds
520,Jurado,CO,7.1053,-77.7641,78.82,87,100,6.53,light rain
521,Eyl,SO,7.9803,49.8164,78.64,77,11,4.83,few clouds
522,Pinyug,RU,60.251,47.7842,27.41,96,19,4.0,few clouds
523,Moville,US,42.4889,-96.0725,59.7,29,0,14.52,clear sky
524,Salisbury,GB,51.0693,-1.7957,62.44,87,100,13.8,overcast clouds
525,Pachino,IT,36.7186,15.0907,72.43,58,65,3.85,broken clouds
526,Beyneu,KZ,45.3167,55.2,51.24,75,99,16.35,overcast clouds
527,Korem,ET,12.5058,39.5228,56.7,69,33,3.85,scattered clouds
528,Viedma,AR,-40.8135,-62.9967,68.47,56,98,14.88,overcast clouds
529,Gravdal,NO,68.1214,13.5031,31.89,93,20,0.0,few clouds
530,Morant Bay,JM,17.8815,-76.4093,83.82,80,30,8.23,scattered clouds
531,Antofagasta,CL,-23.65,-70.4,61.88,75,7,9.64,clear sky
532,Port-Cartier,CA,50.0334,-66.8654,48.42,90,98,2.66,overcast clouds
533,Weligama,LK,5.9667,80.4167,76.06,88,100,3.0,overcast clouds
534,Gurupi,BR,-11.7292,-49.0686,77.63,64,88,7.16,overcast clouds
535,Pavlovo,RU,55.9686,43.0912,30.45,79,7,0.4,clear sky
536,Vigrestad,NO,58.5667,5.7,52.25,92,83,0.47,broken clouds
537,Manono,CD,-7.3,27.4167,74.82,67,100,2.42,overcast clouds
538,Owando,CG,-0.4819,15.8999,70.23,98,90,2.89,overcast clouds
539,Nosy Varika,MG,-20.5833,48.5333,72.95,82,68,11.68,broken clouds
540,Cacu,BR,-18.5567,-51.1308,82.65,34,2,5.41,clear sky
541,Bodden Town,KY,19.2833,-81.25,87.8,68,20,9.22,few clouds
542,Muros,ES,42.7762,-9.0603,67.84,80,24,18.16,few clouds
543,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,80.96,76,99,1.14,overcast clouds
544,Mount Vernon,US,40.9126,-73.8371,71.83,79,0,3.44,clear sky
545,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,83.77,52,100,4.52,overcast clouds
546,Tamandare,BR,-8.7597,-35.1047,77.63,79,59,10.54,broken clouds
547,La Palma,US,33.8464,-118.0467,84.67,38,20,9.22,few clouds
548,Camana,PE,-16.6228,-72.7111,64.62,74,46,7.92,scattered clouds
549,Jutai,BR,-5.1833,-68.9,79.61,86,100,1.59,overcast clouds
550,Nadvoitsy,RU,63.8667,34.3167,30.69,91,91,7.23,overcast clouds
551,Dahuk,IQ,36.8695,42.994,62.91,29,0,3.6,clear sky
552,Virginia Beach,US,36.8529,-75.978,63.01,94,100,4.61,overcast clouds
553,Porto Torres,IT,40.835,8.3972,59.18,45,68,4.76,broken clouds
554,Heiligenhafen,DE,54.3667,10.9833,50.76,93,12,11.88,few clouds
555,Novosheshminsk,RU,55.0651,51.2338,31.62,80,95,6.98,overcast clouds
556,Araouane,ML,18.9048,-3.5265,82.58,13,64,10.2,broken clouds
557,San Antonio,US,29.4241,-98.4936,82.06,17,0,4.61,clear sky
558,Benjamin Constant,BR,-4.3831,-70.0311,87.93,66,40,6.91,scattered clouds
559,Chimbote,PE,-9.0853,-78.5783,64.81,75,47,9.86,scattered clouds
560,Cochrane,CA,51.1834,-114.4687,41.27,60,14,5.75,few clouds
561,Wilmington,US,34.2257,-77.9447,70.9,74,3,3.0,clear sky
562,Kurbnesh,AL,41.7797,20.0836,59.32,48,15,3.51,few clouds
563,Basoko,CD,1.2391,23.616,71.76,96,100,3.29,light rain
564,Kigorobya,UG,1.6162,31.3089,66.29,83,90,2.95,overcast clouds
565,Tromso,NO,69.6496,18.957,32.38,80,0,2.3,clear sky
566,Kollam,IN,8.8833,76.6,76.33,89,7,5.06,clear sky
567,Luangwa,ZM,-15.6167,30.4167,81.75,39,10,0.27,clear sky
568,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,81.93,70,98,3.0,moderate rain
569,Harindanga,IN,22.0383,88.3214,73.63,87,0,2.24,clear sky
570,Santa Fe,AR,-31.6333,-60.7,86.02,43,94,10.0,light rain
571,Seaford,GB,50.7714,0.1027,63.37,88,100,13.0,overcast clouds
572,Satipo,PE,-11.2522,-74.6386,81.03,66,87,2.01,overcast clouds
573,Svencionys,LT,55.15,26.1667,50.11,96,100,3.67,overcast clouds
574,Buta,CD,2.7858,24.73,68.67,99,100,0.54,light rain
575,Tucurui,BR,-3.7661,-49.6725,83.73,67,100,1.63,overcast clouds
576,Pokhara,NP,28.2333,83.9833,60.66,48,0,5.82,clear sky
577,Porbandar,IN,21.6422,69.6093,77.77,66,0,7.9,clear sky
578,Peterhead,GB,57.5058,-1.7981,52.45,89,100,14.14,overcast clouds
579,Marawi,PH,7.9986,124.2928,68.63,94,71,1.01,broken clouds
580,Saint-Louis,SN,16.3333,-15.0,87.44,41,100,12.82,overcast clouds
581,Meulaboh,ID,4.1363,96.1285,76.17,90,100,4.83,overcast clouds
582,Keti Bandar,PK,24.1447,67.4497,79.5,74,0,10.54,clear sky
583,Tendukheda,IN,23.4,79.55,63.43,62,0,3.24,clear sky
584,Carbonia,IT,39.1672,8.5222,63.55,34,94,2.77,overcast clouds
585,Boca Raton,US,26.3587,-80.0831,84.0,61,20,17.27,few clouds
586,Boden,SE,65.8252,21.6886,39.2,88,99,3.0,overcast clouds
587,Schladming,AT,47.3929,13.687,47.53,100,89,4.61,overcast clouds
588,Gairo,IT,39.8497,9.5047,61.81,29,62,3.98,broken clouds
589,Agadez,NE,19.75,10.25,69.31,13,0,7.56,clear sky
590,Morondava,MG,-20.2833,44.2833,75.69,82,63,4.74,broken clouds
591,Piacabucu,BR,-10.4056,-36.4344,77.74,85,12,13.27,few clouds
592,Calama,CL,-22.4667,-68.9333,72.09,7,0,24.16,clear sky
593,Beisfjord,NO,68.3751,17.5988,31.05,79,66,5.14,broken clouds
594,Miandrivazo,MG,-19.5167,45.4667,78.87,69,71,4.0,broken clouds
595,Mattru,SL,7.6244,-11.8332,75.09,95,62,3.02,broken clouds
596,Porto San Giorgio,IT,43.1827,13.7934,66.0,65,12,5.08,few clouds
597,Barra Dos Coqueiros,BR,-10.9089,-37.0386,80.62,78,75,11.5,broken clouds
598,Codajas,BR,-3.8367,-62.0569,80.71,79,100,2.13,overcast clouds
599,Duma,CN,34.7653,108.135,50.52,89,100,2.8,overcast clouds
600,Manitouwadge,CA,49.1215,-85.8403,43.16,71,90,10.49,overcast clouds
601,Negombo,LK,7.2083,79.8358,78.85,94,40,3.44,moderate rain
602,Matai,TZ,-8.3,31.5167,67.37,49,97,2.95,overcast clouds
603,Rio Gallegos,AR,-51.6226,-69.2181,48.25,49,0,19.57,clear sky
604,Rovaniemi,FI,66.5,25.7167,29.61,93,75,4.61,broken clouds
605,Uchiza,PE,-8.4592,-76.4633,80.35,78,84,2.46,broken clouds
606,Maralal,KE,1.0968,36.698,63.39,64,77,12.12,broken clouds
607,Talavera De La Reina,ES,39.9635,-4.8308,61.81,81,70,2.39,broken clouds
608,Imeni Babushkina,RU,59.7573,43.1285,28.98,94,7,2.71,clear sky
609,Saint-Pierre,RE,-21.3393,55.4781,71.91,78,0,4.61,clear sky
610,Lolodorf,CM,3.2333,10.7333,69.67,99,99,1.16,overcast clouds
611,Assomada,CV,15.1,-23.6833,74.75,76,89,8.39,overcast clouds
612,Masvingo,ZW,-20.0637,30.8277,76.8,46,45,7.0,scattered clouds
613,Santa Isabel,BR,-23.3156,-46.2214,69.1,89,38,7.54,scattered clouds
614,Ampanihy,MG,-24.7,44.75,70.25,80,100,3.02,overcast clouds
615,Englewood,US,39.6478,-104.9878,62.82,28,75,21.85,broken clouds
616,Cabedelo,BR,-6.9811,-34.8339,79.47,73,89,12.19,overcast clouds
617,Rayachoti,IN,14.05,78.75,68.32,66,0,1.54,clear sky
618,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.69,97,100,3.11,overcast clouds
619,Balod,IN,20.73,81.2047,61.86,76,0,1.74,clear sky
620,Severodvinsk,RU,64.5635,39.8302,30.31,88,24,7.94,few clouds
621,Usinsk,RU,65.9939,57.5281,21.09,94,87,7.92,overcast clouds
622,Hof,DE,50.3167,11.9167,48.49,92,37,4.0,scattered clouds
623,Awbari,LY,26.5921,12.7805,67.93,34,0,3.98,clear sky
624,Guaruja,BR,-23.9931,-46.2564,73.26,73,20,5.99,few clouds
625,Nouadhibou,MR,20.931,-17.0347,71.58,83,1,10.36,clear sky
626,Coihueco,CL,-36.6167,-71.8333,68.74,49,40,11.5,scattered clouds
627,Tandil,AR,-37.3217,-59.1332,67.84,73,100,6.91,light rain
628,Tashara,RU,55.5195,83.5094,29.55,71,8,7.23,clear sky
629,Knysna,ZA,-34.0363,23.0471,59.43,81,90,3.62,light rain
630,General Roca,AR,-39.0333,-67.5833,79.63,25,86,5.26,overcast clouds
631,Oistins,BB,13.0667,-59.5333,82.49,83,75,21.85,broken clouds
632,Borba,BR,-4.3878,-59.5939,77.2,91,99,2.46,overcast clouds
633,Diffa,NE,13.3154,12.6113,80.62,27,11,9.4,few clouds
634,Ponta Delgada,PT,37.7333,-25.6667,65.12,68,75,10.36,broken clouds
635,Belyy Yar,RU,53.6039,91.3903,13.89,92,0,2.24,clear sky
636,Goundam,ML,16.4145,-3.6708,88.88,14,100,9.24,overcast clouds
637,Carauari,BR,-4.8828,-66.8958,79.68,83,96,1.86,overcast clouds
638,Koboko,UG,3.4136,30.9599,64.69,83,74,4.54,broken clouds
639,Amboasary,MG,-25.0333,46.3833,73.81,80,92,3.51,overcast clouds
640,Ushtobe,KZ,45.2514,77.9838,45.34,63,83,5.28,broken clouds
641,Necochea,AR,-38.5473,-58.7368,60.84,83,100,12.21,light rain
642,Bahir Dar,ET,11.5936,37.3908,59.95,91,87,2.77,moderate rain
643,Salima,MW,-13.7804,34.4587,79.68,45,14,2.84,few clouds
644,Aksu,CN,41.1231,80.2644,48.52,34,49,2.66,scattered clouds
645,Road Town,VG,18.4167,-64.6167,86.09,79,20,6.91,few clouds
646,Chitral,PK,35.8462,71.7858,57.09,55,1,0.72,clear sky
647,Snezhnogorsk,RU,69.1933,33.2531,22.78,81,98,12.59,overcast clouds
648,Penzance,GB,50.1186,-5.5371,59.68,94,98,26.13,overcast clouds
649,Reggio Di Calabria,IT,38.1105,15.6613,72.32,43,0,12.66,clear sky
650,Oshnaviyeh,IR,37.0397,45.0983,49.55,60,0,1.36,clear sky
651,Bodmin,GB,50.4715,-4.7243,59.52,100,75,24.16,broken clouds
652,Pedasi,PA,7.5333,-80.0333,81.07,80,100,4.9,light rain
653,Olafsvik,IS,64.8945,-23.7142,41.74,81,100,19.77,overcast clouds
654,Opelika,US,32.6454,-85.3783,77.25,77,100,13.8,overcast clouds
655,Paramonga,PE,-10.6667,-77.8333,64.36,76,26,10.94,scattered clouds
656,Smoljan,ME,43.0924,19.2286,47.73,59,8,2.17,clear sky
657,Anzio,IT,41.4853,12.6179,68.31,87,29,6.89,scattered clouds
658,Santa Helena De Goias,BR,-17.8136,-50.5969,86.86,32,12,3.78,few clouds
659,Iberia,US,29.9502,-91.7507,73.47,38,0,14.97,clear sky
660,Upington,ZA,-28.4478,21.2561,77.38,15,100,5.75,overcast clouds
661,Kurchanskaya,RU,45.2219,37.5853,52.12,77,82,6.49,broken clouds
662,Dwarka,IN,22.2394,68.9678,79.45,62,0,9.73,clear sky
663,Ocu,JP,35.0044,135.8683,49.24,85,0,0.67,clear sky
664,Ladario,BR,-19.0047,-57.6017,97.09,34,0,8.05,clear sky
665,Ilo,PE,-17.6394,-71.3375,62.62,76,1,6.31,clear sky
666,Semey,KZ,50.4111,80.2275,33.26,47,2,8.86,clear sky
667,Zandvoort,NL,52.3749,4.5341,54.95,91,0,8.05,clear sky
668,Bayan,CN,46.0833,127.4,47.05,62,98,13.18,moderate rain
669,Mezen,RU,65.8522,44.24,29.62,92,28,5.77,scattered clouds
670,Correntina,BR,-13.3433,-44.6367,77.32,63,94,6.35,overcast clouds
671,Formosa,AR,-26.1775,-58.1781,91.38,35,0,8.05,clear sky
672,Brae,GB,60.3964,-1.353,51.71,88,100,8.99,overcast clouds
673,Tucupita,VE,9.0622,-62.051,77.72,91,100,4.56,heavy intensity rain
674,Carutapera,BR,-1.195,-46.02,79.59,76,80,9.15,broken clouds
675,Khandbari,NP,27.3747,87.2039,63.52,85,93,1.34,overcast clouds
676,Constitucion,CL,-35.3333,-72.4167,56.86,88,78,6.02,broken clouds
677,Mashhad,IR,36.297,59.6062,53.74,82,100,6.91,overcast clouds
678,Ibra,OM,22.6906,58.5334,71.55,54,0,0.85,clear sky
679,Libreville,GA,0.3925,9.4537,77.36,88,100,2.68,overcast clouds
680,Tambacounda,SN,13.7539,-13.7586,82.45,83,0,4.61,clear sky
681,Manaure,CO,11.7751,-72.4445,79.7,83,100,14.2,overcast clouds
682,Hualmay,PE,-11.0964,-77.6139,64.81,75,14,11.27,few clouds
683,Valls,ES,41.2861,1.2499,68.67,84,20,2.3,few clouds
684,Colares,PT,38.7992,-9.4469,67.33,96,15,10.0,few clouds
685,Skjervoy,NO,70.0311,20.9714,28.4,59,100,4.21,overcast clouds
686,Vuktyl,RU,63.8567,57.3094,24.62,96,100,5.44,overcast clouds
687,Kemijarvi,FI,66.7131,27.4306,30.11,79,100,6.4,overcast clouds
688,Nuqui,CO,5.7125,-77.2708,77.81,90,100,5.55,light rain
689,Mercedes,AR,-34.6515,-59.4307,80.04,42,95,14.92,overcast clouds
690,Krasnovishersk,RU,60.4078,57.082,28.51,94,94,2.93,overcast clouds
691,Paracuru,BR,-3.41,-39.0306,80.11,77,84,13.27,broken clouds
692,Karlstad,SE,59.3793,13.5036,48.76,93,100,8.05,overcast clouds
693,Porto Velho,BR,-8.7619,-63.9039,82.45,83,40,2.3,thunderstorm
694,Lyngseidet,NO,69.5763,20.2189,28.4,72,100,7.72,overcast clouds
695,Uray,RU,60.1247,64.7758,28.85,89,51,5.79,broken clouds
696,Ust-Tsilma,RU,65.441,52.1498,28.08,97,74,6.35,broken clouds
697,Hessisch Oldendorf,DE,52.1667,9.25,51.3,93,75,5.75,broken clouds
698,Carahue,CL,-38.7,-73.1667,60.46,73,39,7.63,scattered clouds
699,Perelyub,RU,51.8667,50.3667,37.76,70,100,9.24,overcast clouds
700,Bubaque,GW,11.2833,-15.8333,84.79,74,25,8.68,scattered clouds
701,Kolondieba,ML,11.0882,-6.8926,79.61,42,8,1.99,clear sky
702,Lerik,AZ,38.7726,48.4128,48.92,90,40,2.24,scattered clouds
703,Bari,IT,41.1177,16.8512,68.27,93,20,4.0,few clouds
704,Novyy Urengoy,RU,66.0833,76.6333,21.54,92,100,15.9,overcast clouds
705,Oskarshamn,SE,57.2645,16.4484,51.98,83,81,10.58,broken clouds
706,Taywarah,AF,33.35,64.4167,39.76,49,8,2.44,clear sky
707,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,41,75,23.02,broken clouds
708,Chebsara,RU,59.2002,38.8356,35.33,67,100,5.64,overcast clouds
709,Sabzevar,IR,36.2126,57.6819,51.08,66,20,6.91,few clouds
710,Ancud,CL,-41.8697,-73.8203,52.23,92,84,17.45,light rain
711,Kibre Mengist,ET,5.8833,38.9833,56.32,98,27,1.59,scattered clouds
712,Lethem,GY,3.3803,-59.7968,91.45,58,20,13.8,thunderstorm
713,Mayumba,GA,-3.432,10.6554,76.93,90,67,2.06,light rain
714,Quatre Cocos,MU,-20.2078,57.7625,73.09,78,21,12.91,few clouds
715,Dinguiraye,GN,11.3,-10.7167,73.47,71,15,3.4,few clouds
716,Itacurubi Del Rosario,PY,-24.5,-56.6833,76.64,68,0,5.17,clear sky
717,Kourou,GF,5.1552,-52.6478,82.45,80,93,8.16,overcast clouds
718,Kotido,UG,2.9806,34.1331,76.69,42,77,11.27,broken clouds
719,Keflavik,IS,64.0049,-22.5624,46.31,81,99,9.22,overcast clouds
720,Ciudad Guayana,VE,8.3533,-62.6528,80.44,78,100,3.02,overcast clouds
721,Vedasandur,IN,10.5333,77.95,75.76,74,75,2.71,broken clouds
722,Junin,AR,-34.5838,-60.9433,82.89,40,91,13.22,overcast clouds
723,Simeykyne,UA,48.3264,39.5337,50.38,83,100,5.97,overcast clouds
